application_id,location_id,region,hiring_manager_id,role,source,commute_band_km,availability_match,applied_at,docs_submitted_at,background_clear_at,onboarding_started_at,scheduled_first_job_at,first_job_at,stage_reached,exit_reason,separation_at,tenure_days,separation_reason
APP-013910,LOC-33,South,MGR-033,Cargo Van Driver,app_store_organic,0-5,full,2025-12-10,2025-12-12,2025-12-19,,,,background_clear,abandoned_signup,,,
APP-017482,LOC-07,Midwest,MGR-007,Car Courier,worker_referral,40+,limited,2025-12-10,,,,,,signed_up,docs_rejected,,,
APP-012678,LOC-09,Midwest,MGR-009,Cargo Van Driver,app_store_organic,0-5,full,2025-12-10,2025-12-13,,,,,docs_submitted,unresponsive,,,
APP-014563,LOC-01,Midwest,MGR-001,Scooter Courier,paid_social,0-5,full,2025-12-10,2025-12-12,2025-12-17,,,,background_clear,failed_vehicle_check,,,
APP-017498,LOC-28,South,MGR-028,Car Courier,app_store_organic,21-40,limited,2025-12-10,2025-12-10,,,,,docs_submitted,unresponsive,,,
APP-013893,LOC-15,Northeast,MGR-015,Car Courier,app_store_organic,21-40,partial,2025-12-10,,,,,,signed_up,failed_knockout,,,
APP-015544,LOC-07,Midwest,MGR-007,Shopper,paid_social,0-5,full,2025-12-10,,,,,,signed_up,abandoned_signup,,,
APP-017370,LOC-39,West,MGR-039,Shopper,app_store_organic,21-40,full,2025-12-10,2025-12-10,2025-12-15,2025-12-15,2025-12-26,2025-12-26,activated,,,,
APP-013404,LOC-30,South,MGR-030,Car Courier,jobboard_a,6-10,full,2025-12-10,,,,,,signed_up,abandoned_signup,,,
APP-014503,LOC-31,South,MGR-031,Shopper,worker_referral,11-20,limited,2025-12-10,,,,,,signed_up,failed_knockout,,,
APP-014502,LOC-14,Northeast,MGR-014,Car Courier,paid_social,6-10,partial,2025-12-10,2025-12-13,,,,,docs_submitted,background_check_queue,,,
APP-013787,LOC-25,South,MGR-025,Scooter Courier,affiliate,40+,partial,2025-12-10,2025-12-10,,,,,docs_submitted,background_check_queue,,,
APP-015490,LOC-34,West,MGR-034,Car Courier,jobboard_a,0-5,partial,2025-12-10,,,,,,signed_up,failed_knockout,,,
APP-013252,LOC-03,Midwest,MGR-003,Car Courier,affiliate,21-40,limited,2025-12-10,,,,,,signed_up,docs_rejected,,,
APP-013281,LOC-05,Midwest,MGR-005,Bike Courier,jobboard_a,0-5,partial,2025-12-10,,,,,,signed_up,docs_rejected,,,
APP-013778,LOC-13,Northeast,MGR-013,Car Courier,worker_referral,21-40,full,2025-12-10,,,,,,signed_up,failed_knockout,,,
APP-015517,LOC-27,South,MGR-027,Cargo Van Driver,paid_social,0-5,limited,2025-12-10,,,,,,signed_up,abandoned_signup,,,
APP-012769,LOC-28,South,MGR-028,Shopper,paid_social,40+,partial,2025-12-10,,,,,,signed_up,incomplete_application,,,
APP-016944,LOC-10,Midwest,MGR-010,Car Courier,paid_social,6-10,full,2025-12-10,,,,,,signed_up,incomplete_application,,,
APP-012696,LOC-29,South,MGR-029,Bike Courier,search_ads,0-5,limited,2025-12-10,,,,,,signed_up,incomplete_application,,,
APP-017415,LOC-10,Midwest,MGR-010,Cargo Van Driver,app_store_organic,11-20,limited,2025-12-10,,,,,,signed_up,docs_rejected,,,
APP-014490,LOC-14,Northeast,MGR-014,Scooter Courier,paid_social,0-5,full,2025-12-10,2025-12-13,,,,,docs_submitted,background_check_queue,,,
APP-013330,LOC-07,Midwest,MGR-007,Bike Courier,jobboard_a,0-5,full,2025-12-10,2025-12-13,,,,,docs_submitted,background_check_queue,,,
APP-015468,LOC-09,Midwest,MGR-009,Cargo Van Driver,worker_referral,40+,full,2025-12-10,2025-12-12,,,,,docs_submitted,abandoned_signup,,,
APP-017763,LOC-33,South,MGR-033,Cargo Van Driver,search_ads,11-20,limited,2025-12-10,,,,,,signed_up,docs_rejected,,,
APP-017503,LOC-08,Midwest,MGR-008,Car Courier,search_ads,40+,full,2025-12-10,,,,,,signed_up,incomplete_application,,,
APP-013808,LOC-39,West,MGR-039,Car Courier,search_ads,11-20,partial,2025-12-10,2025-12-12,,,,,docs_submitted,abandoned_signup,,,
APP-015653,LOC-26,South,MGR-026,Cargo Van Driver,jobboard_a,0-5,partial,2025-12-10,2025-12-10,,,,,docs_submitted,abandoned_signup,,,
APP-014412,LOC-14,Northeast,MGR-014,Bike Courier,worker_referral,0-5,partial,2025-12-10,2025-12-13,2025-12-20,2025-12-23,2026-01-10,,onboarding_started,no_show_first_job,,,
APP-015184,LOC-01,Midwest,MGR-001,Bike Courier,app_store_organic,0-5,limited,2025-12-10,,,,,,signed_up,docs_rejected,,,
APP-015359,LOC-09,Midwest,MGR-009,Car Courier,worker_referral,0-5,full,2025-12-10,2025-12-11,,,,,docs_submitted,abandoned_signup,,,
APP-013186,LOC-21,Northeast,MGR-021,Bike Courier,app_store_organic,11-20,partial,2025-12-10,,,,,,signed_up,abandoned_signup,,,
APP-016448,LOC-31,South,MGR-031,Scooter Courier,search_ads,6-10,full,2025-12-10,,,,,,signed_up,abandoned_signup,,,
APP-017480,LOC-39,West,MGR-039,Shopper,affiliate,11-20,partial,2025-12-10,,,,,,signed_up,incomplete_application,,,
APP-016797,LOC-27,South,MGR-027,Car Courier,paid_social,21-40,partial,2025-12-10,,,,,,signed_up,abandoned_signup,,,
APP-015398,LOC-16,Northeast,MGR-016,Car Courier,jobboard_a,21-40,partial,2025-12-10,,,,,,signed_up,incomplete_application,,,
APP-014379,LOC-36,West,MGR-036,Car Courier,affiliate,0-5,full,2025-12-10,2025-12-12,,,,,docs_submitted,background_check_queue,,,
APP-016379,LOC-27,South,MGR-027,Cargo Van Driver,app_store_organic,6-10,full,2025-12-10,2025-12-10,,,,,docs_submitted,abandoned_signup,,,
APP-015682,LOC-35,West,MGR-035,Car Courier,app_store_organic,21-40,partial,2025-12-10,2025-12-10,2025-12-15,2025-12-16,2025-12-28,,onboarding_started,no_show_first_job,,,
APP-017342,LOC-21,Northeast,MGR-021,Scooter Courier,worker_referral,21-40,full,2025-12-10,2025-12-10,2025-12-19,2025-12-24,2026-01-01,2026-01-01,activated,,,,
APP-015202,LOC-23,South,MGR-023,Cargo Van Driver,app_store_organic,21-40,limited,2025-12-10,2025-12-10,2025-12-18,2025-12-19,2025-12-29,,onboarding_started,no_show_first_job,,,
APP-015622,LOC-28,South,MGR-028,Car Courier,worker_referral,21-40,partial,2025-12-10,2025-12-11,2025-12-17,2025-12-20,2025-12-29,2025-12-29,activated,,,,
APP-012672,LOC-40,West,MGR-040,Shopper,jobboard_a,11-20,full,2025-12-10,,,,,,signed_up,abandoned_signup,,,
APP-017476,LOC-21,Northeast,MGR-021,Scooter Courier,paid_social,0-5,partial,2025-12-10,2025-12-12,2025-12-18,2025-12-20,2026-01-02,,onboarding_started,no_show_first_job,,,
APP-015199,LOC-07,Midwest,MGR-007,Car Courier,app_store_organic,6-10,full,2025-12-10,2025-12-13,,,,,docs_submitted,background_check_queue,,,
APP-015383,LOC-36,West,MGR-036,Scooter Courier,app_store_organic,0-5,limited,2025-12-10,2025-12-12,,,,,docs_submitted,background_check_queue,,,
APP-015688,LOC-17,Northeast,MGR-017,Cargo Van Driver,app_store_organic,6-10,partial,2025-12-10,2025-12-11,2025-12-16,2025-12-19,2025-12-27,2025-12-27,activated,,2026-01-15,19,found_other_job
APP-015632,LOC-18,Northeast,MGR-018,Car Courier,paid_social,0-5,limited,2025-12-10,2025-12-11,2025-12-17,2025-12-18,2025-12-21,,onboarding_started,no_show_first_job,,,
APP-016387,LOC-31,South,MGR-031,Car Courier,affiliate,11-20,partial,2025-12-10,2025-12-10,2025-12-21,,,,background_clear,abandoned_signup,,,
APP-013355,LOC-02,Midwest,MGR-002,Car Courier,jobboard_a,11-20,full,2025-12-10,2025-12-10,2025-12-14,2025-12-18,2026-01-06,,onboarding_started,no_show_first_job,,,
APP-014365,LOC-12,Northeast,MGR-012,Cargo Van Driver,worker_referral,0-5,full,2025-12-10,2025-12-13,2025-12-15,2025-12-20,2025-12-31,2025-12-31,activated,,2026-01-29,29,schedule_conflict
APP-013386,LOC-07,Midwest,MGR-007,Bike Courier,affiliate,11-20,partial,2025-12-10,2025-12-10,2025-12-23,2025-12-26,2026-01-11,2026-01-11,activated,,,,
APP-016638,LOC-16,Northeast,MGR-016,Car Courier,paid_social,21-40,partial,2025-12-11,,,,,,signed_up,incomplete_application,,,
APP-016502,LOC-24,South,MGR-024,Shopper,paid_social,6-10,limited,2025-12-11,,,,,,signed_up,docs_rejected,,,
APP-015458,LOC-07,Midwest,MGR-007,Shopper,paid_social,11-20,full,2025-12-11,2025-12-11,2025-12-25,,,,background_clear,failed_background_check,,,
APP-017493,LOC-20,Northeast,MGR-020,Car Courier,worker_referral,11-20,full,2025-12-11,2025-12-14,2025-12-20,,,,background_clear,never_completed_docs,,,
APP-014990,LOC-07,Midwest,MGR-007,Scooter Courier,worker_referral,6-10,partial,2025-12-11,,,,,,signed_up,docs_rejected,,,
APP-015970,LOC-05,Midwest,MGR-005,Cargo Van Driver,paid_social,11-20,full,2025-12-11,,,,,,signed_up,incomplete_application,,,
APP-015461,LOC-31,South,MGR-031,Shopper,affiliate,11-20,partial,2025-12-11,2025-12-11,,,,,docs_submitted,abandoned_signup,,,
APP-014616,LOC-40,West,MGR-040,Scooter Courier,paid_social,21-40,partial,2025-12-11,,,,,,signed_up,docs_rejected,,,
APP-017117,LOC-17,Northeast,MGR-017,Car Courier,paid_social,40+,partial,2025-12-11,,,,,,signed_up,incomplete_application,,,
APP-015349,LOC-42,West,MGR-042,Bike Courier,affiliate,21-40,limited,2025-12-11,,,,,,signed_up,incomplete_application,,,
APP-014566,LOC-39,West,MGR-039,Scooter Courier,app_store_organic,0-5,limited,2025-12-11,2025-12-13,,,,,docs_submitted,unresponsive,,,
APP-014565,LOC-40,West,MGR-040,Car Courier,app_store_organic,0-5,partial,2025-12-11,,,,,,signed_up,docs_rejected,,,
APP-016898,LOC-42,West,MGR-042,Bike Courier,affiliate,21-40,full,2025-12-11,,,,,,signed_up,incomplete_application,,,
APP-016681,LOC-21,Northeast,MGR-021,Car Courier,search_ads,0-5,limited,2025-12-11,,,,,,signed_up,abandoned_signup,,,
APP-014962,LOC-26,South,MGR-026,Cargo Van Driver,search_ads,6-10,full,2025-12-11,2025-12-11,2025-12-14,,,,background_clear,failed_background_check,,,
APP-016172,LOC-36,West,MGR-036,Car Courier,jobboard_a,0-5,full,2025-12-11,2025-12-12,,,,,docs_submitted,background_check_queue,,,
APP-017274,LOC-02,Midwest,MGR-002,Car Courier,affiliate,0-5,full,2025-12-11,,,,,,signed_up,incomplete_application,,,
APP-014967,LOC-26,South,MGR-026,Car Courier,worker_referral,0-5,partial,2025-12-11,,,,,,signed_up,incomplete_application,,,
APP-014878,LOC-26,South,MGR-026,Car Courier,affiliate,0-5,full,2025-12-11,2025-12-13,,,,,docs_submitted,abandoned_signup,,,
APP-015456,LOC-15,Northeast,MGR-015,Scooter Courier,jobboard_a,21-40,limited,2025-12-11,2025-12-11,,,,,docs_submitted,abandoned_signup,,,
APP-014875,LOC-02,Midwest,MGR-002,Car Courier,affiliate,21-40,full,2025-12-11,2025-12-12,,,,,docs_submitted,abandoned_signup,,,
APP-017451,LOC-25,South,MGR-025,Car Courier,jobboard_a,21-40,limited,2025-12-11,,,,,,signed_up,abandoned_signup,,,
APP-015425,LOC-30,South,MGR-030,Scooter Courier,affiliate,0-5,full,2025-12-11,,,,,,signed_up,incomplete_application,,,
APP-014133,LOC-36,West,MGR-036,Car Courier,search_ads,6-10,full,2025-12-11,2025-12-11,,,,,docs_submitted,background_check_queue,,,
APP-015320,LOC-39,West,MGR-039,Car Courier,paid_social,21-40,partial,2025-12-11,2025-12-11,,,,,docs_submitted,abandoned_signup,,,
APP-016870,LOC-09,Midwest,MGR-009,Scooter Courier,jobboard_a,0-5,limited,2025-12-11,,,,,,signed_up,docs_rejected,,,
APP-014574,LOC-37,West,MGR-037,Cargo Van Driver,app_store_organic,11-20,partial,2025-12-11,2025-12-12,,,,,docs_submitted,abandoned_signup,,,
APP-015314,LOC-09,Midwest,MGR-009,Cargo Van Driver,paid_social,11-20,full,2025-12-11,2025-12-13,,,,,docs_submitted,abandoned_signup,,,
APP-015311,LOC-13,Northeast,MGR-013,Car Courier,affiliate,40+,full,2025-12-11,,,,,,signed_up,docs_rejected,,,
APP-016219,LOC-02,Midwest,MGR-002,Car Courier,worker_referral,0-5,partial,2025-12-11,,,,,,signed_up,docs_rejected,,,
APP-016210,LOC-13,Northeast,MGR-013,Shopper,jobboard_a,6-10,full,2025-12-11,2025-12-14,,,,,docs_submitted,no_onboarding_slot,,,
APP-015163,LOC-31,South,MGR-031,Bike Courier,affiliate,21-40,limited,2025-12-11,,,,,,signed_up,failed_knockout,,,
APP-015536,LOC-27,South,MGR-027,Cargo Van Driver,paid_social,6-10,full,2025-12-11,2025-12-13,,,,,docs_submitted,abandoned_signup,,,
APP-016635,LOC-19,Northeast,MGR-019,Scooter Courier,jobboard_a,11-20,partial,2025-12-11,2025-12-13,,,,,docs_submitted,background_check_queue,,,
APP-015114,LOC-28,South,MGR-028,Car Courier,app_store_organic,11-20,partial,2025-12-11,2025-12-12,2025-12-14,2025-12-15,2025-12-30,,onboarding_started,no_show_first_job,,,
APP-015843,LOC-21,Northeast,MGR-021,Car Courier,app_store_organic,0-5,limited,2025-12-11,2025-12-12,,,,,docs_submitted,unresponsive,,,
APP-015805,LOC-09,Midwest,MGR-009,Car Courier,app_store_organic,11-20,full,2025-12-11,2025-12-14,,,,,docs_submitted,abandoned_signup,,,
APP-016762,LOC-34,West,MGR-034,Shopper,paid_social,11-20,limited,2025-12-11,,,,,,signed_up,abandoned_signup,,,
APP-016996,LOC-33,South,MGR-033,Bike Courier,worker_referral,0-5,partial,2025-12-11,2025-12-12,2025-12-18,2025-12-21,2025-12-30,2025-12-30,activated,,2026-01-18,19,found_other_job
APP-016396,LOC-34,West,MGR-034,Bike Courier,worker_referral,0-5,full,2025-12-11,,,,,,signed_up,failed_knockout,,,
APP-017346,LOC-06,Midwest,MGR-006,Car Courier,paid_social,0-5,partial,2025-12-11,2025-12-11,,,,,docs_submitted,unresponsive,,,
APP-016787,LOC-32,South,MGR-032,Scooter Courier,jobboard_a,11-20,full,2025-12-11,2025-12-11,2025-12-15,,,,background_clear,abandoned_signup,,,
APP-016329,LOC-11,Midwest,MGR-011,Shopper,affiliate,6-10,full,2025-12-11,2025-12-14,2025-12-19,,,,background_clear,failed_vehicle_check,,,
APP-017328,LOC-02,Midwest,MGR-002,Car Courier,app_store_organic,21-40,full,2025-12-11,2025-12-12,,,,,docs_submitted,abandoned_signup,,,
APP-015605,LOC-18,Northeast,MGR-018,Scooter Courier,search_ads,6-10,full,2025-12-11,2025-12-11,,,,,docs_submitted,abandoned_signup,,,
APP-015640,LOC-42,West,MGR-042,Scooter Courier,paid_social,6-10,full,2025-12-11,2025-12-11,,,,,docs_submitted,abandoned_signup,,,
APP-014746,LOC-17,Northeast,MGR-017,Car Courier,paid_social,0-5,full,2025-12-11,,,,,,signed_up,incomplete_application,,,
APP-014327,LOC-07,Midwest,MGR-007,Bike Courier,paid_social,11-20,full,2025-12-11,,,,,,signed_up,abandoned_signup,,,
APP-016347,LOC-20,Northeast,MGR-020,Car Courier,jobboard_a,11-20,full,2025-12-11,2025-12-13,,,,,docs_submitted,abandoned_signup,,,
APP-014331,LOC-23,South,MGR-023,Bike Courier,jobboard_a,11-20,limited,2025-12-11,2025-12-13,,,,,docs_submitted,abandoned_signup,,,
APP-015654,LOC-16,Northeast,MGR-016,Car Courier,app_store_organic,11-20,full,2025-12-11,2025-12-11,2025-12-16,,,,background_clear,abandoned_signup,,,
APP-017199,LOC-19,Northeast,MGR-019,Bike Courier,affiliate,21-40,partial,2025-12-11,,,,,,signed_up,docs_rejected,,,
APP-014381,LOC-07,Midwest,MGR-007,Bike Courier,affiliate,40+,limited,2025-12-11,,,,,,signed_up,docs_rejected,,,
APP-014374,LOC-13,Northeast,MGR-013,Cargo Van Driver,search_ads,11-20,full,2025-12-11,,,,,,signed_up,incomplete_application,,,
APP-014714,LOC-03,Midwest,MGR-003,Shopper,app_store_organic,6-10,full,2025-12-11,2025-12-14,,,,,docs_submitted,background_check_queue,,,
APP-015697,LOC-16,Northeast,MGR-016,Car Courier,jobboard_a,0-5,full,2025-12-11,2025-12-13,2025-12-17,,,,background_clear,abandoned_signup,,,
APP-015642,LOC-38,West,MGR-038,Cargo Van Driver,worker_referral,40+,full,2025-12-11,2025-12-12,2025-12-17,,,,background_clear,failed_vehicle_check,,,
APP-015873,LOC-15,Northeast,MGR-015,Shopper,search_ads,6-10,full,2025-12-11,,,,,,signed_up,incomplete_application,,,
APP-016756,LOC-33,South,MGR-033,Car Courier,paid_social,0-5,partial,2025-12-11,,,,,,signed_up,docs_rejected,,,
APP-015589,LOC-09,Midwest,MGR-009,Cargo Van Driver,app_store_organic,11-20,full,2025-12-11,,,,,,signed_up,incomplete_application,,,
APP-016422,LOC-09,Midwest,MGR-009,Scooter Courier,paid_social,21-40,limited,2025-12-11,,,,,,signed_up,docs_rejected,,,
APP-014177,LOC-03,Midwest,MGR-003,Car Courier,search_ads,0-5,limited,2025-12-11,,,,,,signed_up,docs_rejected,,,
APP-016260,LOC-07,Midwest,MGR-007,Car Courier,jobboard_a,11-20,partial,2025-12-11,,,,,,signed_up,docs_rejected,,,
APP-014187,LOC-11,Midwest,MGR-011,Shopper,worker_referral,21-40,limited,2025-12-11,,,,,,signed_up,docs_rejected,,,
APP-016523,LOC-07,Midwest,MGR-007,Car Courier,search_ads,6-10,full,2025-12-11,,,,,,signed_up,incomplete_application,,,
APP-016419,LOC-10,Midwest,MGR-010,Car Courier,paid_social,6-10,partial,2025-12-11,2025-12-11,,,,,docs_submitted,abandoned_signup,,,
APP-015078,LOC-41,West,MGR-041,Bike Courier,affiliate,21-40,limited,2025-12-11,,,,,,signed_up,abandoned_signup,,,
APP-015279,LOC-24,South,MGR-024,Bike Courier,paid_social,6-10,partial,2025-12-11,2025-12-13,2025-12-14,,,,background_clear,failed_background_check,,,
APP-015248,LOC-36,West,MGR-036,Shopper,jobboard_a,21-40,partial,2025-12-11,2025-12-13,,,,,docs_submitted,background_check_queue,,,
APP-014229,LOC-30,South,MGR-030,Car Courier,app_store_organic,6-10,partial,2025-12-11,2025-12-14,2025-12-17,2025-12-19,2025-12-26,2025-12-26,activated,,,,
APP-014230,LOC-26,South,MGR-026,Shopper,paid_social,11-20,full,2025-12-11,,,,,,signed_up,incomplete_application,,,
APP-014454,LOC-08,Midwest,MGR-008,Car Courier,app_store_organic,6-10,partial,2025-12-11,,,,,,signed_up,docs_rejected,,,
APP-017085,LOC-40,West,MGR-040,Scooter Courier,jobboard_a,11-20,full,2025-12-11,2025-12-12,,,,,docs_submitted,background_check_queue,,,
APP-014453,LOC-02,Midwest,MGR-002,Car Courier,app_store_organic,0-5,full,2025-12-11,2025-12-12,,,,,docs_submitted,abandoned_signup,,,
APP-016820,LOC-09,Midwest,MGR-009,Cargo Van Driver,jobboard_a,0-5,limited,2025-12-11,,,,,,signed_up,docs_rejected,,,
APP-015898,LOC-06,Midwest,MGR-006,Scooter Courier,affiliate,0-5,partial,2025-12-11,,,,,,signed_up,docs_rejected,,,
APP-014797,LOC-21,Northeast,MGR-021,Scooter Courier,affiliate,6-10,limited,2025-12-11,2025-12-11,2025-12-12,,,,background_clear,failed_vehicle_check,,,
APP-015232,LOC-30,South,MGR-030,Shopper,app_store_organic,0-5,full,2025-12-11,2025-12-11,,,,,docs_submitted,unresponsive,,,
APP-016955,LOC-23,South,MGR-023,Car Courier,affiliate,11-20,full,2025-12-11,2025-12-14,,,,,docs_submitted,unresponsive,,,
APP-017081,LOC-22,South,MGR-022,Bike Courier,search_ads,0-5,partial,2025-12-11,2025-12-12,2025-12-19,,,,background_clear,never_completed_docs,,,
APP-014789,LOC-20,Northeast,MGR-020,Car Courier,app_store_organic,0-5,full,2025-12-11,2025-12-14,,,,,docs_submitted,unresponsive,,,
APP-016594,LOC-22,South,MGR-022,Car Courier,search_ads,0-5,limited,2025-12-11,2025-12-12,,,,,docs_submitted,unresponsive,,,
APP-017484,LOC-40,West,MGR-040,Car Courier,app_store_organic,6-10,partial,2025-12-11,2025-12-11,,,,,docs_submitted,background_check_queue,,,
APP-015304,LOC-06,Midwest,MGR-006,Car Courier,affiliate,21-40,partial,2025-12-11,,,,,,signed_up,docs_rejected,,,
APP-014917,LOC-33,South,MGR-033,Shopper,app_store_organic,6-10,full,2025-12-11,2025-12-12,,,,,docs_submitted,no_onboarding_slot,,,
APP-017142,LOC-28,South,MGR-028,Cargo Van Driver,affiliate,0-5,partial,2025-12-11,,,,,,signed_up,incomplete_application,,,
APP-013579,LOC-38,West,MGR-038,Cargo Van Driver,jobboard_a,6-10,partial,2025-12-11,,,,,,signed_up,incomplete_application,,,
APP-012599,LOC-42,West,MGR-042,Scooter Courier,app_store_organic,6-10,full,2025-12-11,2025-12-12,2025-12-15,,,,background_clear,failed_insurance_check,,,
APP-013633,LOC-10,Midwest,MGR-010,Car Courier,app_store_organic,0-5,partial,2025-12-11,,,,,,signed_up,docs_rejected,,,
APP-017630,LOC-24,South,MGR-024,Scooter Courier,app_store_organic,0-5,partial,2025-12-11,2025-12-13,2025-12-15,2025-12-17,2025-12-29,,onboarding_started,no_show_first_job,,,
APP-013191,LOC-08,Midwest,MGR-008,Car Courier,affiliate,21-40,partial,2025-12-11,,,,,,signed_up,docs_rejected,,,
APP-017641,LOC-21,Northeast,MGR-021,Scooter Courier,jobboard_a,11-20,partial,2025-12-11,,,,,,signed_up,incomplete_application,,,
APP-012607,LOC-26,South,MGR-026,Scooter Courier,app_store_organic,0-5,full,2025-12-11,,,,,,signed_up,abandoned_signup,,,
APP-013044,LOC-28,South,MGR-028,Shopper,paid_social,21-40,full,2025-12-11,,,,,,signed_up,failed_knockout,,,
APP-013358,LOC-21,Northeast,MGR-021,Cargo Van Driver,paid_social,21-40,full,2025-12-11,2025-12-13,,,,,docs_submitted,unresponsive,,,
APP-013040,LOC-02,Midwest,MGR-002,Scooter Courier,paid_social,21-40,full,2025-12-11,,,,,,signed_up,docs_rejected,,,
APP-012716,LOC-05,Midwest,MGR-005,Scooter Courier,search_ads,6-10,partial,2025-12-11,,,,,,signed_up,docs_rejected,,,
APP-013027,LOC-39,West,MGR-039,Car Courier,search_ads,6-10,limited,2025-12-11,2025-12-11,2025-12-17,,,,background_clear,failed_vehicle_check,,,
APP-013609,LOC-19,Northeast,MGR-019,Shopper,affiliate,40+,limited,2025-12-11,,,,,,signed_up,incomplete_application,,,
APP-017731,LOC-42,West,MGR-042,Car Courier,paid_social,11-20,partial,2025-12-11,,,,,,signed_up,incomplete_application,,,
APP-013542,LOC-30,South,MGR-030,Car Courier,app_store_organic,0-5,full,2025-12-11,,,,,,signed_up,docs_rejected,,,
APP-013328,LOC-14,Northeast,MGR-014,Car Courier,affiliate,0-5,partial,2025-12-11,2025-12-14,,,,,docs_submitted,background_check_queue,,,
APP-013238,LOC-10,Midwest,MGR-010,Car Courier,jobboard_a,6-10,limited,2025-12-11,,,,,,signed_up,docs_rejected,,,
APP-014056,LOC-17,Northeast,MGR-017,Cargo Van Driver,paid_social,6-10,full,2025-12-11,,,,,,signed_up,docs_rejected,,,
APP-013759,LOC-38,West,MGR-038,Shopper,app_store_organic,21-40,partial,2025-12-11,2025-12-14,2025-12-15,2025-12-17,2025-12-21,,onboarding_started,no_show_first_job,,,
APP-017687,LOC-21,Northeast,MGR-021,Cargo Van Driver,paid_social,0-5,full,2025-12-11,,,,,,signed_up,failed_knockout,,,
APP-017590,LOC-06,Midwest,MGR-006,Car Courier,jobboard_a,0-5,full,2025-12-11,2025-12-12,2025-12-18,,,,background_clear,failed_insurance_check,,,
APP-013294,LOC-28,South,MGR-028,Car Courier,paid_social,40+,full,2025-12-11,,,,,,signed_up,failed_knockout,,,
APP-012704,LOC-24,South,MGR-024,Bike Courier,search_ads,11-20,limited,2025-12-11,2025-12-14,,,,,docs_submitted,unresponsive,,,
APP-013758,LOC-23,South,MGR-023,Bike Courier,jobboard_a,6-10,limited,2025-12-11,,,,,,signed_up,failed_knockout,,,
APP-012955,LOC-40,West,MGR-040,Cargo Van Driver,paid_social,6-10,partial,2025-12-11,,,,,,signed_up,incomplete_application,,,
APP-012959,LOC-15,Northeast,MGR-015,Bike Courier,worker_referral,21-40,full,2025-12-11,2025-12-12,2025-12-15,2025-12-18,2025-12-30,,onboarding_started,no_show_first_job,,,
APP-013280,LOC-19,Northeast,MGR-019,Bike Courier,affiliate,0-5,partial,2025-12-11,2025-12-14,,,,,docs_submitted,background_check_queue,,,
APP-012514,LOC-33,South,MGR-033,Cargo Van Driver,worker_referral,11-20,partial,2025-12-11,2025-12-12,2025-12-16,,,,background_clear,failed_vehicle_check,,,
APP-017765,LOC-23,South,MGR-023,Car Courier,app_store_organic,6-10,full,2025-12-11,,,,,,signed_up,incomplete_application,,,
APP-013975,LOC-16,Northeast,MGR-016,Car Courier,app_store_organic,0-5,full,2025-12-11,,,,,,signed_up,incomplete_application,,,
APP-012798,LOC-06,Midwest,MGR-006,Scooter Courier,search_ads,21-40,partial,2025-12-11,,,,,,signed_up,docs_rejected,,,
APP-013257,LOC-18,Northeast,MGR-018,Shopper,jobboard_a,0-5,limited,2025-12-11,2025-12-11,2025-12-15,,,,background_clear,failed_background_check,,,
APP-013953,LOC-18,Northeast,MGR-018,Cargo Van Driver,jobboard_a,0-5,full,2025-12-11,,,,,,signed_up,failed_knockout,,,
APP-013820,LOC-30,South,MGR-030,Bike Courier,app_store_organic,6-10,partial,2025-12-11,,,,,,signed_up,failed_knockout,,,
APP-013439,LOC-16,Northeast,MGR-016,Bike Courier,app_store_organic,11-20,full,2025-12-11,2025-12-12,2025-12-14,2025-12-15,2025-12-18,2025-12-18,activated,,,,
APP-012464,LOC-13,Northeast,MGR-013,Car Courier,paid_social,6-10,partial,2025-12-11,,,,,,signed_up,incomplete_application,,,
APP-013063,LOC-28,South,MGR-028,Car Courier,worker_referral,6-10,limited,2025-12-11,2025-12-12,2025-12-13,2025-12-14,2026-01-01,,onboarding_started,no_show_first_job,,,
APP-012535,LOC-18,Northeast,MGR-018,Scooter Courier,search_ads,11-20,full,2025-12-11,2025-12-13,,,,,docs_submitted,unresponsive,,,
APP-013528,LOC-14,Northeast,MGR-014,Shopper,jobboard_a,11-20,full,2025-12-11,2025-12-11,,,,,docs_submitted,background_check_queue,,,
APP-012850,LOC-33,South,MGR-033,Car Courier,affiliate,21-40,full,2025-12-11,2025-12-14,,,,,docs_submitted,abandoned_signup,,,
APP-012429,LOC-16,Northeast,MGR-016,Bike Courier,app_store_organic,11-20,limited,2025-12-11,,,,,,signed_up,docs_rejected,,,
APP-013797,LOC-36,West,MGR-036,Bike Courier,paid_social,0-5,limited,2025-12-11,2025-12-12,2025-12-24,,,,background_clear,failed_vehicle_check,,,
APP-017766,LOC-04,Midwest,MGR-004,Scooter Courier,paid_social,6-10,full,2025-12-11,2025-12-14,,,,,docs_submitted,abandoned_signup,,,
APP-012688,LOC-13,Northeast,MGR-013,Scooter Courier,worker_referral,6-10,partial,2025-12-11,2025-12-13,2025-12-20,2025-12-22,2026-01-10,2026-01-10,activated,,2026-03-06,55,voluntary_quit
APP-017797,LOC-10,Midwest,MGR-010,Car Courier,app_store_organic,11-20,partial,2025-12-11,,,,,,signed_up,docs_rejected,,,
APP-012880,LOC-12,Northeast,MGR-012,Car Courier,paid_social,0-5,partial,2025-12-11,,,,,,signed_up,incomplete_application,,,
APP-013398,LOC-16,Northeast,MGR-016,Car Courier,paid_social,6-10,full,2025-12-11,,,,,,signed_up,abandoned_signup,,,
