application_id,location_id,region,hiring_manager_id,role,source,commute_band_km,availability_match,applied_at,screened_at,interview_scheduled_at,interview_completed_at,offer_at,onboarding_started_at,scheduled_first_shift_at,first_shift_at,stage_reached,exit_reason,separation_at,tenure_days,separation_reason
APP-006132,LOC-34,West,MGR-034,Shift Supervisor,referral,40+,full,2025-11-01,2025-11-02,2025-11-05,2025-11-06,,,,,interview_completed,candidate_declined,,,
APP-006063,LOC-33,South,MGR-033,Cashier,jobboard_b,6-10,partial,2025-11-01,2025-11-01,2025-11-03,2025-11-06,2025-11-06,2025-11-06,2025-11-17,2025-11-17,started,,,,
APP-004089,LOC-14,Northeast,MGR-014,Cashier,career_site,6-10,full,2025-11-01,2025-11-03,,,,,,,screened,no_interview_slot,,,
APP-005358,LOC-13,Northeast,MGR-013,Seasonal Associate,social,40+,full,2025-11-01,2025-11-02,2025-11-03,,,,,,interview_scheduled,interview_no_show,,,
APP-006116,LOC-25,South,MGR-025,Cashier,social,11-20,limited,2025-11-01,,,,,,,,applied,failed_knockout,,,
APP-003934,LOC-04,Midwest,MGR-004,Seasonal Associate,jobboard_c,6-10,limited,2025-11-01,,,,,,,,applied,availability_mismatch,,,
APP-003555,LOC-41,West,MGR-041,Sales Associate,jobboard_c,40+,full,2025-11-01,2025-11-03,2025-11-05,2025-11-06,,,,,interview_completed,not_qualified,,,
APP-003584,LOC-17,Northeast,MGR-017,Shift Supervisor,jobboard_c,11-20,full,2025-11-01,,,,,,,,applied,availability_mismatch,,,
APP-001919,LOC-13,Northeast,MGR-013,Sales Associate,jobboard_c,11-20,partial,2025-11-01,2025-11-01,2025-11-02,,,,,,interview_scheduled,interview_no_show,,,
APP-001334,LOC-03,Midwest,MGR-003,Sales Associate,jobboard_c,6-10,limited,2025-11-01,,,,,,,,applied,availability_mismatch,,,
APP-001928,LOC-15,Northeast,MGR-015,Cashier,jobboard_c,21-40,limited,2025-11-01,2025-11-04,,,,,,,screened,unresponsive,,,
APP-003394,LOC-05,Midwest,MGR-005,Sales Associate,jobboard_c,6-10,limited,2025-11-01,,,,,,,,applied,availability_mismatch,,,
APP-003479,LOC-05,Midwest,MGR-005,Stocker,jobboard_c,11-20,partial,2025-11-01,,,,,,,,applied,availability_mismatch,,,
APP-002125,LOC-32,South,MGR-032,Cashier,jobboard_c,0-5,full,2025-11-01,2025-11-01,2025-11-04,2025-11-06,2025-11-08,2025-11-09,2025-11-17,,onboarding_started,no_show_first_shift,,,
APP-005596,LOC-31,South,MGR-031,Sales Associate,jobboard_a,0-5,full,2025-11-01,,,,,,,,applied,failed_knockout,,,
APP-005594,LOC-12,Northeast,MGR-012,Seasonal Associate,social,6-10,partial,2025-11-01,2025-11-01,,,,,,,screened,recruiter_no_action,,,
APP-002079,LOC-05,Midwest,MGR-005,Seasonal Associate,jobboard_c,11-20,full,2025-11-01,,,,,,,,applied,failed_knockout,,,
APP-003463,LOC-22,South,MGR-022,Sales Associate,jobboard_c,6-10,full,2025-11-01,,,,,,,,applied,failed_knockout,,,
APP-003515,LOC-33,South,MGR-033,Stocker,jobboard_c,6-10,full,2025-11-01,2025-11-04,,,,,,,screened,unresponsive,,,
APP-002906,LOC-08,Midwest,MGR-008,Sales Associate,jobboard_c,11-20,full,2025-11-01,2025-11-03,,,,,,,screened,unresponsive,,,
APP-004121,LOC-13,Northeast,MGR-013,Stocker,jobboard_c,6-10,limited,2025-11-02,,,,,,,,applied,incomplete_application,,,
APP-004806,LOC-42,West,MGR-042,Sales Associate,jobboard_a,0-5,partial,2025-11-02,2025-11-04,2025-11-07,2025-11-08,,,,,interview_completed,not_qualified,,,
APP-005696,LOC-22,South,MGR-022,Sales Associate,jobboard_a,6-10,partial,2025-11-02,2025-11-03,,,,,,,screened,withdrew,,,
APP-004141,LOC-36,West,MGR-036,Sales Associate,social,11-20,full,2025-11-02,,,,,,,,applied,withdrew,,,
APP-004934,LOC-23,South,MGR-023,Shift Supervisor,jobboard_c,21-40,limited,2025-11-02,2025-11-03,2025-11-03,,,,,,interview_scheduled,interview_no_show,,,
APP-004873,LOC-04,Midwest,MGR-004,Seasonal Associate,social,0-5,partial,2025-11-02,,,,,,,,applied,availability_mismatch,,,
APP-006271,LOC-42,West,MGR-042,Shift Supervisor,jobboard_a,40+,full,2025-11-02,2025-11-03,2025-11-06,2025-11-09,2025-11-09,2025-11-11,2025-11-17,2025-11-17,started,,2025-11-30,13,voluntary_quit
APP-004930,LOC-41,West,MGR-041,Sales Associate,referral,6-10,full,2025-11-02,,,,,,,,applied,withdrew,,,
APP-004787,LOC-30,South,MGR-030,Sales Associate,social,0-5,full,2025-11-02,,,,,,,,applied,incomplete_application,,,
APP-004107,LOC-14,Northeast,MGR-014,Cashier,jobboard_a,6-10,partial,2025-11-02,2025-11-04,,,,,,,screened,no_interview_slot,,,
APP-005786,LOC-21,Northeast,MGR-021,Seasonal Associate,referral,0-5,full,2025-11-02,,,,,,,,applied,withdrew,,,
APP-006062,LOC-01,Midwest,MGR-001,Seasonal Associate,jobboard_b,6-10,full,2025-11-02,2025-11-03,,,,,,,screened,withdrew,,,
APP-005806,LOC-21,Northeast,MGR-021,Cashier,social,6-10,full,2025-11-02,,,,,,,,applied,withdrew,,,
APP-004272,LOC-28,South,MGR-028,Sales Associate,jobboard_a,40+,full,2025-11-02,,,,,,,,applied,withdrew,,,
APP-004504,LOC-11,Midwest,MGR-011,Sales Associate,jobboard_c,11-20,limited,2025-11-02,,,,,,,,applied,availability_mismatch,,,
APP-006003,LOC-02,Midwest,MGR-002,Cashier,career_site,11-20,partial,2025-11-02,2025-11-02,2025-11-05,2025-11-08,,,,,interview_completed,not_qualified,,,
APP-006012,LOC-11,Midwest,MGR-011,Shift Supervisor,referral,0-5,full,2025-11-02,2025-11-05,2025-11-06,,,,,,interview_scheduled,interview_no_show,,,
APP-004481,LOC-13,Northeast,MGR-013,Seasonal Associate,social,40+,partial,2025-11-02,,,,,,,,applied,failed_knockout,,,
APP-006030,LOC-34,West,MGR-034,Seasonal Associate,career_site,6-10,full,2025-11-02,,,,,,,,applied,availability_mismatch,,,
APP-004434,LOC-01,Midwest,MGR-001,Seasonal Associate,referral,0-5,full,2025-11-02,2025-11-03,2025-11-05,2025-11-10,2025-11-13,2025-11-13,2025-11-20,2025-11-20,started,,,,
APP-006060,LOC-42,West,MGR-042,Cashier,jobboard_c,6-10,partial,2025-11-02,,,,,,,,applied,withdrew,,,
APP-004421,LOC-01,Midwest,MGR-001,Cashier,jobboard_a,6-10,full,2025-11-02,,,,,,,,applied,withdrew,,,
APP-004307,LOC-05,Midwest,MGR-005,Stocker,jobboard_c,0-5,limited,2025-11-02,,,,,,,,applied,availability_mismatch,,,
APP-004408,LOC-28,South,MGR-028,Sales Associate,social,11-20,full,2025-11-02,2025-11-04,2025-11-05,2025-11-11,,,,,interview_completed,not_qualified,,,
APP-006075,LOC-11,Midwest,MGR-011,Seasonal Associate,jobboard_c,6-10,full,2025-11-02,2025-11-04,,,,,,,screened,unresponsive,,,
APP-006080,LOC-23,South,MGR-023,Seasonal Associate,social,21-40,full,2025-11-02,2025-11-04,,,,,,,screened,recruiter_no_action,,,
APP-004381,LOC-19,Northeast,MGR-019,Sales Associate,jobboard_c,6-10,full,2025-11-02,2025-11-05,,,,,,,screened,no_interview_slot,,,
APP-004375,LOC-11,Midwest,MGR-011,Cashier,jobboard_c,0-5,partial,2025-11-02,,,,,,,,applied,availability_mismatch,,,
APP-006092,LOC-39,West,MGR-039,Cashier,jobboard_c,0-5,full,2025-11-02,2025-11-03,2025-11-03,2025-11-08,2025-11-11,2025-11-13,2025-11-23,2025-11-23,started,,2025-12-20,27,found_other_job
APP-004331,LOC-41,West,MGR-041,Stocker,jobboard_c,11-20,limited,2025-11-02,2025-11-03,2025-11-04,,,,,,interview_scheduled,interview_no_show,,,
APP-006112,LOC-06,Midwest,MGR-006,Shift Supervisor,social,11-20,partial,2025-11-02,2025-11-04,2025-11-04,2025-11-09,2025-11-11,2025-11-12,2025-11-16,,onboarding_started,no_show_first_shift,,,
APP-004364,LOC-28,South,MGR-028,Stocker,career_site,6-10,full,2025-11-02,2025-11-04,2025-11-07,2025-11-10,,,,,interview_completed,not_qualified,,,
APP-005989,LOC-24,South,MGR-024,Seasonal Associate,referral,40+,full,2025-11-02,2025-11-05,,,,,,,screened,unresponsive,,,
APP-006240,LOC-16,Northeast,MGR-016,Sales Associate,jobboard_a,40+,full,2025-11-02,,,,,,,,applied,withdrew,,,
APP-005985,LOC-13,Northeast,MGR-013,Sales Associate,jobboard_a,40+,partial,2025-11-02,2025-11-05,2025-11-06,,,,,,interview_scheduled,interview_no_show,,,
APP-006173,LOC-10,Midwest,MGR-010,Sales Associate,jobboard_a,21-40,limited,2025-11-02,,,,,,,,applied,availability_mismatch,,,
APP-004772,LOC-32,South,MGR-032,Stocker,jobboard_c,0-5,partial,2025-11-02,2025-11-05,,,,,,,screened,unresponsive,,,
APP-004757,LOC-24,South,MGR-024,Stocker,jobboard_c,11-20,partial,2025-11-02,,,,,,,,applied,failed_knockout,,,
APP-004748,LOC-32,South,MGR-032,Cashier,jobboard_b,0-5,limited,2025-11-02,2025-11-03,,,,,,,screened,unresponsive,,,
APP-006230,LOC-17,Northeast,MGR-017,Seasonal Associate,jobboard_c,0-5,full,2025-11-02,2025-11-02,,,,,,,screened,withdrew,,,
APP-005834,LOC-26,South,MGR-026,Sales Associate,jobboard_a,11-20,partial,2025-11-02,2025-11-02,2025-11-03,2025-11-09,,,,,interview_completed,failed_background_check,,,
APP-004716,LOC-40,West,MGR-040,Sales Associate,referral,11-20,partial,2025-11-02,2025-11-05,2025-11-17,,,,,,interview_scheduled,interview_no_show,,,
APP-004198,LOC-10,Midwest,MGR-010,Sales Associate,career_site,0-5,partial,2025-11-02,,,,,,,,applied,availability_mismatch,,,
APP-004698,LOC-05,Midwest,MGR-005,Shift Supervisor,social,11-20,full,2025-11-02,2025-11-04,2025-11-05,2025-11-06,2025-11-09,2025-11-09,2025-11-18,2025-11-18,started,,,,
APP-005879,LOC-29,South,MGR-029,Seasonal Associate,career_site,40+,full,2025-11-02,2025-11-04,2025-11-04,2025-11-06,2025-11-09,2025-11-10,2025-11-20,,onboarding_started,no_show_first_shift,,,
APP-006208,LOC-19,Northeast,MGR-019,Sales Associate,jobboard_b,40+,full,2025-11-02,,,,,,,,applied,incomplete_application,,,
APP-004216,LOC-26,South,MGR-026,Stocker,jobboard_b,11-20,partial,2025-11-02,2025-11-04,2025-11-06,2025-11-08,2025-11-08,2025-11-09,2025-11-21,,onboarding_started,no_show_first_shift,,,
APP-004634,LOC-14,Northeast,MGR-014,Seasonal Associate,jobboard_c,6-10,partial,2025-11-02,,,,,,,,applied,failed_knockout,,,
APP-004226,LOC-31,South,MGR-031,Cashier,referral,40+,limited,2025-11-02,2025-11-03,,,,,,,screened,no_interview_slot,,,
APP-004618,LOC-34,West,MGR-034,Seasonal Associate,referral,11-20,full,2025-11-02,2025-11-02,2025-11-02,2025-11-07,2025-11-08,2025-11-08,2025-11-16,,onboarding_started,no_show_first_shift,,,
APP-004608,LOC-28,South,MGR-028,Stocker,jobboard_c,0-5,full,2025-11-02,2025-11-05,,,,,,,screened,unresponsive,,,
APP-004593,LOC-07,Midwest,MGR-007,Stocker,career_site,6-10,limited,2025-11-02,,,,,,,,applied,availability_mismatch,,,
APP-004239,LOC-16,Northeast,MGR-016,Sales Associate,jobboard_c,6-10,partial,2025-11-02,2025-11-05,2025-11-07,2025-11-08,2025-11-09,2025-11-10,2025-11-18,,onboarding_started,no_show_first_shift,,,
APP-004584,LOC-42,West,MGR-042,Sales Associate,jobboard_b,11-20,full,2025-11-02,2025-11-03,2025-11-05,2025-11-09,2025-11-12,2025-11-14,2025-11-20,2025-11-20,started,,,,
APP-005960,LOC-14,Northeast,MGR-014,Sales Associate,jobboard_a,11-20,partial,2025-11-02,2025-11-02,,,,,,,screened,no_interview_slot,,,
APP-004255,LOC-05,Midwest,MGR-005,Sales Associate,jobboard_b,11-20,partial,2025-11-02,,,,,,,,applied,availability_mismatch,,,
APP-004086,LOC-18,Northeast,MGR-018,Sales Associate,career_site,0-5,partial,2025-11-02,2025-11-03,,,,,,,screened,unresponsive,,,
APP-006107,LOC-18,Northeast,MGR-018,Sales Associate,jobboard_c,6-10,limited,2025-11-02,2025-11-04,2025-11-07,,,,,,interview_scheduled,interview_no_show,,,
APP-006395,LOC-01,Midwest,MGR-001,Seasonal Associate,jobboard_a,0-5,full,2025-11-02,,,,,,,,applied,availability_mismatch,,,
APP-003983,LOC-17,Northeast,MGR-017,Seasonal Associate,jobboard_a,6-10,full,2025-11-02,2025-11-05,2025-11-07,2025-11-09,2025-11-11,2025-11-13,2025-11-23,2025-11-23,started,,,,
APP-005034,LOC-14,Northeast,MGR-014,Sales Associate,jobboard_c,0-5,partial,2025-11-02,2025-11-03,,,,,,,screened,no_interview_slot,,,
APP-005342,LOC-32,South,MGR-032,Cashier,referral,0-5,limited,2025-11-02,2025-11-04,2025-11-06,2025-11-08,2025-11-10,2025-11-11,2025-11-22,2025-11-22,started,,2026-01-07,46,attendance
APP-005339,LOC-22,South,MGR-022,Stocker,jobboard_c,21-40,partial,2025-11-02,2025-11-02,,,,,,,screened,unresponsive,,,
APP-005620,LOC-13,Northeast,MGR-013,Cashier,jobboard_a,40+,limited,2025-11-02,,,,,,,,applied,incomplete_application,,,
APP-005204,LOC-23,South,MGR-023,Sales Associate,jobboard_b,6-10,limited,2025-11-02,,,,,,,,applied,failed_knockout,,,
APP-005051,LOC-15,Northeast,MGR-015,Seasonal Associate,jobboard_c,0-5,limited,2025-11-02,2025-11-02,,,,,,,screened,recruiter_no_action,,,
APP-005608,LOC-10,Midwest,MGR-010,Cashier,jobboard_c,11-20,full,2025-11-02,2025-11-05,2025-11-05,2025-11-09,,,,,interview_completed,not_qualified,,,
APP-005201,LOC-09,Midwest,MGR-009,Stocker,jobboard_c,40+,full,2025-11-02,2025-11-04,,,,,,,screened,unresponsive,,,
APP-005073,LOC-34,West,MGR-034,Cashier,jobboard_c,11-20,partial,2025-11-02,,,,,,,,applied,availability_mismatch,,,
APP-005245,LOC-12,Northeast,MGR-012,Sales Associate,jobboard_a,21-40,limited,2025-11-02,2025-11-04,2025-11-07,,,,,,interview_scheduled,interview_no_show,,,
APP-004047,LOC-04,Midwest,MGR-004,Cashier,jobboard_a,40+,full,2025-11-02,,,,,,,,applied,availability_mismatch,,,
APP-006342,LOC-28,South,MGR-028,Shift Supervisor,jobboard_a,0-5,full,2025-11-02,,,,,,,,applied,availability_mismatch,,,
APP-005186,LOC-40,West,MGR-040,Seasonal Associate,jobboard_c,0-5,full,2025-11-02,2025-11-05,,,,,,,screened,no_interview_slot,,,
APP-004043,LOC-10,Midwest,MGR-010,Cashier,career_site,11-20,limited,2025-11-02,,,,,,,,applied,availability_mismatch,,,
APP-005085,LOC-17,Northeast,MGR-017,Stocker,career_site,6-10,limited,2025-11-02,,,,,,,,applied,failed_knockout,,,
APP-005455,LOC-08,Midwest,MGR-008,Sales Associate,referral,0-5,full,2025-11-02,,,,,,,,applied,availability_mismatch,,,
APP-005303,LOC-15,Northeast,MGR-015,Seasonal Associate,jobboard_a,11-20,partial,2025-11-02,,,,,,,,applied,withdrew,,,
APP-005295,LOC-42,West,MGR-042,Cashier,jobboard_b,6-10,limited,2025-11-02,,,,,,,,applied,incomplete_application,,,
APP-005292,LOC-12,Northeast,MGR-012,Seasonal Associate,referral,11-20,full,2025-11-02,,,,,,,,applied,failed_knockout,,,
APP-004022,LOC-34,West,MGR-034,Seasonal Associate,jobboard_b,21-40,limited,2025-11-02,,,,,,,,applied,failed_knockout,,,
APP-005143,LOC-02,Midwest,MGR-002,Cashier,social,0-5,partial,2025-11-02,2025-11-03,2025-11-03,2025-11-08,,,,,interview_completed,not_qualified,,,
APP-005282,LOC-05,Midwest,MGR-005,Sales Associate,jobboard_c,11-20,partial,2025-11-02,,,,,,,,applied,availability_mismatch,,,
APP-005542,LOC-15,Northeast,MGR-015,Sales Associate,social,0-5,full,2025-11-02,2025-11-05,2025-11-08,2025-11-10,2025-11-11,2025-11-12,2025-11-18,,onboarding_started,no_show_first_shift,,,
APP-004011,LOC-41,West,MGR-041,Seasonal Associate,jobboard_c,21-40,limited,2025-11-02,,,,,,,,applied,incomplete_application,,,
APP-005262,LOC-14,Northeast,MGR-014,Cashier,referral,0-5,full,2025-11-02,,,,,,,,applied,withdrew,,,
APP-005543,LOC-26,South,MGR-026,Sales Associate,jobboard_c,11-20,limited,2025-11-02,,,,,,,,applied,incomplete_application,,,
APP-005025,LOC-05,Midwest,MGR-005,Cashier,jobboard_c,6-10,limited,2025-11-02,,,,,,,,applied,availability_mismatch,,,
APP-005635,LOC-11,Midwest,MGR-011,Cashier,jobboard_a,6-10,full,2025-11-02,,,,,,,,applied,incomplete_application,,,
APP-005545,LOC-01,Midwest,MGR-001,Seasonal Associate,referral,21-40,partial,2025-11-02,,,,,,,,applied,availability_mismatch,,,
APP-006098,LOC-12,Northeast,MGR-012,Seasonal Associate,jobboard_b,11-20,partial,2025-11-02,2025-11-05,,,,,,,screened,unresponsive,,,
APP-004080,LOC-12,Northeast,MGR-012,Sales Associate,jobboard_c,40+,partial,2025-11-02,2025-11-02,2025-11-03,2025-11-06,,,,,interview_completed,not_qualified,,,
APP-003941,LOC-12,Northeast,MGR-012,Cashier,jobboard_c,6-10,full,2025-11-02,,,,,,,,applied,availability_mismatch,,,
APP-005017,LOC-18,Northeast,MGR-018,Sales Associate,jobboard_c,21-40,full,2025-11-02,,,,,,,,applied,failed_knockout,,,
APP-006412,LOC-02,Midwest,MGR-002,Stocker,jobboard_c,6-10,full,2025-11-02,2025-11-05,2025-11-08,,,,,,interview_scheduled,interview_no_show,,,
APP-005640,LOC-08,Midwest,MGR-008,Sales Associate,jobboard_c,40+,full,2025-11-02,2025-11-05,,,,,,,screened,unresponsive,,,
APP-006188,LOC-24,South,MGR-024,Shift Supervisor,career_site,0-5,partial,2025-11-03,2025-11-03,2025-11-04,2025-11-10,2025-11-12,,,,offer_extended,offer_declined,,,
APP-005287,LOC-08,Midwest,MGR-008,Sales Associate,social,6-10,partial,2025-11-03,2025-11-05,,,,,,,screened,unresponsive,,,
APP-005820,LOC-41,West,MGR-041,Sales Associate,referral,21-40,limited,2025-11-03,,,,,,,,applied,incomplete_application,,,
APP-005288,LOC-09,Midwest,MGR-009,Seasonal Associate,career_site,21-40,full,2025-11-03,,,,,,,,applied,failed_knockout,,,
APP-004173,LOC-07,Midwest,MGR-007,Stocker,jobboard_a,0-5,full,2025-11-03,,,,,,,,applied,failed_knockout,,,
APP-004770,LOC-31,South,MGR-031,Cashier,referral,6-10,full,2025-11-03,2025-11-05,,,,,,,screened,no_interview_slot,,,
APP-005581,LOC-29,South,MGR-029,Sales Associate,jobboard_a,0-5,partial,2025-11-03,2025-11-06,2025-11-09,2025-11-12,,,,,interview_completed,failed_background_check,,,
APP-003937,LOC-19,Northeast,MGR-019,Cashier,jobboard_c,6-10,full,2025-11-03,2025-11-04,,,,,,,screened,no_interview_slot,,,
APP-004779,LOC-01,Midwest,MGR-001,Sales Associate,career_site,0-5,limited,2025-11-03,,,,,,,,applied,availability_mismatch,,,
APP-004497,LOC-30,South,MGR-030,Seasonal Associate,jobboard_c,0-5,full,2025-11-03,2025-11-04,2025-11-07,,,,,,interview_scheduled,interview_no_show,,,
APP-005102,LOC-32,South,MGR-032,Seasonal Associate,jobboard_c,0-5,partial,2025-11-03,2025-11-04,2025-11-07,2025-11-08,2025-11-11,2025-11-12,2025-11-27,,onboarding_started,no_show_first_shift,,,
APP-005091,LOC-04,Midwest,MGR-004,Seasonal Associate,jobboard_b,6-10,full,2025-11-03,2025-11-06,2025-11-08,2025-11-10,2025-11-10,2025-11-12,2025-11-17,2025-11-17,started,,,,
APP-004611,LOC-11,Midwest,MGR-011,Sales Associate,referral,6-10,full,2025-11-03,,,,,,,,applied,availability_mismatch,,,
APP-005253,LOC-26,South,MGR-026,Sales Associate,jobboard_b,0-5,full,2025-11-03,2025-11-03,2025-11-05,2025-11-09,2025-11-11,2025-11-13,2025-11-27,2025-11-27,started,,,,
APP-006016,LOC-31,South,MGR-031,Sales Associate,career_site,11-20,partial,2025-11-03,2025-11-04,,,,,,,screened,no_interview_slot,,,
APP-006163,LOC-40,West,MGR-040,Cashier,jobboard_c,6-10,partial,2025-11-03,2025-11-05,,,,,,,screened,no_interview_slot,,,
APP-004518,LOC-09,Midwest,MGR-009,Stocker,jobboard_a,0-5,full,2025-11-03,,,,,,,,applied,availability_mismatch,,,
APP-005411,LOC-35,West,MGR-035,Sales Associate,referral,0-5,full,2025-11-03,2025-11-03,2025-11-04,2025-11-10,2025-11-11,2025-11-11,2025-11-21,2025-11-21,started,,,,
APP-005992,LOC-23,South,MGR-023,Stocker,career_site,6-10,partial,2025-11-03,2025-11-06,,,,,,,screened,recruiter_no_action,,,
APP-004336,LOC-05,Midwest,MGR-005,Cashier,jobboard_c,0-5,full,2025-11-03,,,,,,,,applied,availability_mismatch,,,
APP-005166,LOC-08,Midwest,MGR-008,Seasonal Associate,jobboard_c,6-10,partial,2025-11-03,,,,,,,,applied,availability_mismatch,,,
APP-004711,LOC-31,South,MGR-031,Sales Associate,social,6-10,full,2025-11-03,2025-11-05,,,,,,,screened,no_interview_slot,,,
APP-005395,LOC-23,South,MGR-023,Sales Associate,jobboard_c,21-40,full,2025-11-03,2025-11-04,2025-11-04,2025-11-09,,,,,interview_completed,candidate_declined,,,
APP-005164,LOC-22,South,MGR-022,Seasonal Associate,career_site,21-40,full,2025-11-03,2025-11-06,2025-11-08,2025-11-09,2025-11-10,,,,offer_extended,unresponsive_after_offer,,,
APP-005401,LOC-03,Midwest,MGR-003,Sales Associate,jobboard_b,40+,limited,2025-11-03,,,,,,,,applied,availability_mismatch,,,
APP-005178,LOC-05,Midwest,MGR-005,Sales Associate,jobboard_a,21-40,limited,2025-11-03,,,,,,,,applied,availability_mismatch,,,
APP-005841,LOC-34,West,MGR-034,Stocker,jobboard_a,11-20,limited,2025-11-03,2025-11-05,2025-11-05,2025-11-11,2025-11-13,2025-11-13,2025-11-23,2025-11-23,started,,,,
APP-005976,LOC-10,Midwest,MGR-010,Sales Associate,career_site,11-20,full,2025-11-03,2025-11-03,2025-11-06,,,,,,interview_scheduled,interview_no_show,,,
APP-006224,LOC-32,South,MGR-032,Seasonal Associate,referral,6-10,limited,2025-11-03,,,,,,,,applied,availability_mismatch,,,
APP-005280,LOC-03,Midwest,MGR-003,Stocker,jobboard_a,40+,limited,2025-11-03,,,,,,,,applied,availability_mismatch,,,
APP-004002,LOC-27,South,MGR-027,Seasonal Associate,jobboard_b,6-10,limited,2025-11-03,,,,,,,,applied,failed_knockout,,,
APP-004088,LOC-22,South,MGR-022,Sales Associate,jobboard_c,11-20,full,2025-11-03,2025-11-04,,,,,,,screened,withdrew,,,
APP-004001,LOC-14,Northeast,MGR-014,Sales Associate,jobboard_b,0-5,partial,2025-11-03,,,,,,,,applied,availability_mismatch,,,
APP-004744,LOC-07,Midwest,MGR-007,Stocker,career_site,11-20,partial,2025-11-03,,,,,,,,applied,availability_mismatch,,,
APP-005563,LOC-41,West,MGR-041,Seasonal Associate,jobboard_a,11-20,full,2025-11-03,,,,,,,,applied,availability_mismatch,,,
APP-006304,LOC-36,West,MGR-036,Sales Associate,jobboard_a,11-20,partial,2025-11-03,,,,,,,,applied,failed_knockout,,,
APP-005567,LOC-34,West,MGR-034,Stocker,jobboard_b,6-10,partial,2025-11-03,,,,,,,,applied,withdrew,,,
APP-004910,LOC-42,West,MGR-042,Cashier,jobboard_c,0-5,full,2025-11-03,2025-11-05,2025-11-07,2025-11-13,,,,,interview_completed,not_qualified,,,
APP-004809,LOC-21,Northeast,MGR-021,Seasonal Associate,jobboard_c,11-20,full,2025-11-03,,,,,,,,applied,failed_knockout,,,
APP-005072,LOC-17,Northeast,MGR-017,Shift Supervisor,jobboard_c,6-10,partial,2025-11-03,,,,,,,,applied,incomplete_application,,,
APP-006079,LOC-28,South,MGR-028,Cashier,jobboard_a,21-40,partial,2025-11-03,2025-11-03,2025-11-06,2025-11-08,2025-11-09,2025-11-11,2025-11-22,2025-11-22,started,,2025-11-23,1,schedule_conflict
APP-004629,LOC-19,Northeast,MGR-019,Sales Associate,career_site,11-20,full,2025-11-03,2025-11-06,,,,,,,screened,no_interview_slot,,,
APP-004133,LOC-34,West,MGR-034,Seasonal Associate,jobboard_b,11-20,limited,2025-11-03,2025-11-03,2025-11-06,2025-11-08,,,,,interview_completed,candidate_declined,,,
APP-005003,LOC-25,South,MGR-025,Sales Associate,career_site,21-40,partial,2025-11-03,2025-11-06,,,,,,,screened,no_interview_slot,,,
APP-004318,LOC-31,South,MGR-031,Sales Associate,jobboard_c,6-10,full,2025-11-03,2025-11-05,,,,,,,screened,no_interview_slot,,,
APP-005644,LOC-15,Northeast,MGR-015,Stocker,career_site,6-10,full,2025-11-03,,,,,,,,applied,availability_mismatch,,,
APP-005338,LOC-26,South,MGR-026,Sales Associate,jobboard_b,6-10,limited,2025-11-03,,,,,,,,applied,withdrew,,,
APP-004881,LOC-25,South,MGR-025,Shift Supervisor,jobboard_a,6-10,full,2025-11-03,,,,,,,,applied,failed_knockout,,,
APP-005426,LOC-26,South,MGR-026,Seasonal Associate,referral,6-10,full,2025-11-03,2025-11-06,2025-11-07,2025-11-10,2025-11-13,2025-11-13,2025-11-18,2025-11-18,started,,,,
APP-006400,LOC-22,South,MGR-022,Sales Associate,jobboard_a,11-20,partial,2025-11-03,2025-11-06,,,,,,,screened,unresponsive,,,
APP-005513,LOC-26,South,MGR-026,Sales Associate,jobboard_c,11-20,partial,2025-11-03,2025-11-04,2025-11-07,,,,,,interview_scheduled,interview_no_show,,,
APP-004311,LOC-06,Midwest,MGR-006,Seasonal Associate,jobboard_b,6-10,full,2025-11-03,,,,,,,,applied,incomplete_application,,,
APP-004927,LOC-42,West,MGR-042,Stocker,jobboard_c,21-40,full,2025-11-03,,,,,,,,applied,availability_mismatch,,,
APP-005027,LOC-26,South,MGR-026,Sales Associate,jobboard_b,11-20,limited,2025-11-03,2025-11-03,2025-11-03,2025-11-09,2025-11-11,2025-11-13,2025-11-24,,onboarding_started,no_show_first_shift,,,
APP-004923,LOC-31,South,MGR-031,Shift Supervisor,jobboard_c,6-10,full,2025-11-03,,,,,,,,applied,incomplete_application,,,
APP-005436,LOC-32,South,MGR-032,Seasonal Associate,social,6-10,limited,2025-11-03,,,,,,,,applied,withdrew,,,
APP-006133,LOC-29,South,MGR-029,Seasonal Associate,referral,11-20,full,2025-11-03,2025-11-05,2025-11-05,,,,,,interview_scheduled,interview_no_show,,,
APP-005715,LOC-24,South,MGR-024,Stocker,jobboard_c,6-10,full,2025-11-03,,,,,,,,applied,incomplete_application,,,
APP-006061,LOC-24,South,MGR-024,Stocker,career_site,11-20,full,2025-11-03,2025-11-05,2025-11-05,2025-11-06,,,,,interview_completed,candidate_declined,,,
APP-004230,LOC-09,Midwest,MGR-009,Cashier,jobboard_a,0-5,partial,2025-11-03,,,,,,,,applied,availability_mismatch,,,
APP-006343,LOC-35,West,MGR-035,Sales Associate,jobboard_a,6-10,full,2025-11-03,2025-11-06,2025-11-09,2025-11-10,2025-11-12,2025-11-12,2025-11-19,,onboarding_started,no_show_first_shift,,,
APP-004870,LOC-13,Northeast,MGR-013,Shift Supervisor,jobboard_b,6-10,full,2025-11-03,2025-11-06,2025-11-09,2025-11-13,2025-11-14,2025-11-16,2025-11-20,2025-11-20,started,,,,
