application_id,location_id,region,hiring_manager_id,role,source,commute_band_km,availability_match,applied_at,screened_at,interview_scheduled_at,interview_completed_at,offer_at,onboarding_started_at,scheduled_first_shift_at,first_shift_at,stage_reached,exit_reason,separation_at,tenure_days,separation_reason
APP-000578,LOC-36,West,MGR-036,Warehouse Associate,jobboard_c,0-5,full,2025-10-04,2025-10-04,,,,,,,screened,no_interview_slot,,,
APP-000493,LOC-14,Northeast,MGR-014,Team Lead,jobboard_c,21-40,partial,2025-10-04,2025-10-06,,,,,,,screened,no_interview_slot,,,
APP-000367,LOC-25,South,MGR-025,Dispatcher,jobboard_c,0-5,partial,2025-10-04,2025-10-05,,,,,,,screened,no_interview_slot,,,
APP-000300,LOC-31,South,MGR-031,Package Handler,jobboard_c,0-5,full,2025-10-04,,,,,,,,applied,availability_mismatch,,,
APP-000200,LOC-16,Northeast,MGR-016,Package Handler,jobboard_c,21-40,full,2025-10-04,,,,,,,,applied,incomplete_application,,,
APP-000124,LOC-32,South,MGR-032,Warehouse Associate,jobboard_c,6-10,full,2025-10-04,,,,,,,,applied,incomplete_application,,,
APP-001307,LOC-29,South,MGR-029,Delivery Driver,career_site,40+,partial,2025-10-04,2025-10-06,,,,,,,screened,unresponsive,,,
APP-002760,LOC-34,West,MGR-034,Warehouse Associate,referral,0-5,full,2025-10-04,2025-10-06,,,,,,,screened,unresponsive,,,
APP-002769,LOC-11,Midwest,MGR-011,Warehouse Associate,staffing_agency,40+,full,2025-10-04,2025-10-07,2025-10-07,,,,,,interview_scheduled,interview_no_show,,,
APP-002721,LOC-33,South,MGR-033,Warehouse Associate,referral,6-10,full,2025-10-04,2025-10-07,2025-10-08,2025-10-12,2025-10-14,2025-10-14,2025-10-29,,onboarding_started,no_show_first_shift,,,
APP-002696,LOC-23,South,MGR-023,Package Handler,jobboard_c,40+,full,2025-10-04,,,,,,,,applied,incomplete_application,,,
APP-001325,LOC-21,Northeast,MGR-021,Delivery Driver,jobboard_c,6-10,limited,2025-10-04,2025-10-06,2025-10-08,2025-10-14,,,,,interview_completed,candidate_declined,,,
APP-002820,LOC-10,Midwest,MGR-010,Warehouse Associate,career_site,0-5,limited,2025-10-04,,,,,,,,applied,availability_mismatch,,,
APP-002913,LOC-14,Northeast,MGR-014,Warehouse Associate,referral,6-10,partial,2025-10-04,2025-10-07,2025-10-19,,,,,,interview_scheduled,interview_no_show,,,
APP-002612,LOC-35,West,MGR-035,Package Handler,career_site,0-5,partial,2025-10-04,,,,,,,,applied,failed_knockout,,,
APP-001371,LOC-35,West,MGR-035,Warehouse Associate,jobboard_c,21-40,partial,2025-10-04,,,,,,,,applied,incomplete_application,,,
APP-002884,LOC-10,Midwest,MGR-010,Warehouse Associate,referral,0-5,full,2025-10-04,,,,,,,,applied,withdrew,,,
APP-002878,LOC-03,Midwest,MGR-003,Package Handler,jobboard_c,21-40,partial,2025-10-04,,,,,,,,applied,availability_mismatch,,,
APP-002633,LOC-05,Midwest,MGR-005,Warehouse Associate,jobboard_c,0-5,full,2025-10-04,2025-10-07,2025-10-10,2025-10-12,,,,,interview_completed,candidate_declined,,,
APP-001529,LOC-30,South,MGR-030,Warehouse Associate,jobboard_a,11-20,limited,2025-10-04,2025-10-07,,,,,,,screened,unresponsive,,,
APP-002636,LOC-15,Northeast,MGR-015,Package Handler,jobboard_a,21-40,partial,2025-10-04,2025-10-05,2025-10-07,2025-10-09,2025-10-12,2025-10-12,2025-10-29,,onboarding_started,no_show_first_shift,,,
APP-004726,LOC-28,South,MGR-028,Package Handler,referral,6-10,partial,2025-10-04,2025-10-07,,,,,,,screened,unresponsive,,,
APP-002642,LOC-03,Midwest,MGR-003,Delivery Driver,jobboard_b,11-20,partial,2025-10-04,,,,,,,,applied,availability_mismatch,,,
APP-002849,LOC-27,South,MGR-027,Delivery Driver,jobboard_c,0-5,partial,2025-10-04,,,,,,,,applied,failed_knockout,,,
APP-002848,LOC-34,West,MGR-034,Dispatcher,jobboard_c,6-10,full,2025-10-04,2025-10-07,2025-10-08,2025-10-14,2025-10-17,2025-10-19,2025-10-24,2025-10-24,started,,,,
APP-002657,LOC-17,Northeast,MGR-017,Delivery Driver,jobboard_a,0-5,limited,2025-10-04,,,,,,,,applied,failed_knockout,,,
APP-002843,LOC-01,Midwest,MGR-001,Warehouse Associate,jobboard_c,0-5,partial,2025-10-04,,,,,,,,applied,availability_mismatch,,,
APP-002638,LOC-03,Midwest,MGR-003,Dispatcher,staffing_agency,21-40,full,2025-10-04,2025-10-05,,,,,,,screened,no_interview_slot,,,
APP-001533,LOC-04,Midwest,MGR-004,Delivery Driver,jobboard_c,11-20,full,2025-10-04,2025-10-05,2025-10-06,2025-10-09,,,,,interview_completed,candidate_declined,,,
APP-003996,LOC-39,West,MGR-039,Package Handler,jobboard_c,11-20,full,2025-10-04,,,,,,,,applied,availability_mismatch,,,
APP-004336,LOC-03,Midwest,MGR-003,Delivery Driver,jobboard_c,0-5,full,2025-10-04,,,,,,,,applied,failed_knockout,,,
APP-001641,LOC-39,West,MGR-039,Package Handler,jobboard_c,21-40,full,2025-10-04,,,,,,,,applied,failed_knockout,,,
APP-003314,LOC-29,South,MGR-029,Delivery Driver,jobboard_c,40+,limited,2025-10-04,2025-10-06,2025-10-08,2025-10-13,2025-10-14,,,,offer_extended,failed_drug_screen,,,
APP-003449,LOC-21,Northeast,MGR-021,Warehouse Associate,jobboard_c,6-10,limited,2025-10-04,2025-10-05,2025-10-07,2025-10-08,,,,,interview_completed,candidate_declined,,,
APP-003391,LOC-29,South,MGR-029,Delivery Driver,jobboard_c,11-20,partial,2025-10-04,2025-10-04,,,,,,,screened,unresponsive,,,
APP-002295,LOC-25,South,MGR-025,Package Handler,jobboard_c,21-40,full,2025-10-04,,,,,,,,applied,failed_knockout,,,
APP-001581,LOC-26,South,MGR-026,Team Lead,jobboard_c,6-10,partial,2025-10-04,2025-10-04,,,,,,,screened,unresponsive,,,
APP-002287,LOC-20,Northeast,MGR-020,Dispatcher,jobboard_c,0-5,full,2025-10-04,2025-10-04,2025-10-05,,,,,,interview_scheduled,interview_no_show,,,
APP-001627,LOC-33,South,MGR-033,Delivery Driver,staffing_agency,40+,partial,2025-10-04,2025-10-06,2025-10-06,,,,,,interview_scheduled,interview_no_show,,,
APP-002224,LOC-21,Northeast,MGR-021,Team Lead,jobboard_b,11-20,limited,2025-10-04,,,,,,,,applied,availability_mismatch,,,
APP-001621,LOC-30,South,MGR-030,Warehouse Associate,referral,6-10,limited,2025-10-04,,,,,,,,applied,incomplete_application,,,
APP-001565,LOC-27,South,MGR-027,Package Handler,jobboard_c,0-5,full,2025-10-04,,,,,,,,applied,availability_mismatch,,,
APP-003418,LOC-16,Northeast,MGR-016,Dispatcher,jobboard_c,6-10,partial,2025-10-04,,,,,,,,applied,withdrew,,,
APP-002268,LOC-36,West,MGR-036,Delivery Driver,jobboard_c,21-40,limited,2025-10-04,,,,,,,,applied,failed_knockout,,,
APP-004348,LOC-04,Midwest,MGR-004,Delivery Driver,jobboard_c,21-40,full,2025-10-04,2025-10-04,2025-10-04,2025-10-06,,,,,interview_completed,not_qualified,,,
APP-004378,LOC-02,Midwest,MGR-002,Warehouse Associate,career_site,21-40,full,2025-10-04,2025-10-04,2025-10-06,,,,,,interview_scheduled,interview_no_show,,,
APP-003200,LOC-39,West,MGR-039,Team Lead,jobboard_c,11-20,full,2025-10-04,2025-10-07,2025-10-10,2025-10-14,2025-10-16,2025-10-17,2025-10-30,2025-10-30,started,,,,
APP-003410,LOC-21,Northeast,MGR-021,Warehouse Associate,jobboard_c,21-40,full,2025-10-04,,,,,,,,applied,availability_mismatch,,,
APP-003409,LOC-03,Midwest,MGR-003,Dispatcher,staffing_agency,21-40,full,2025-10-04,,,,,,,,applied,withdrew,,,
APP-001599,LOC-05,Midwest,MGR-005,Delivery Driver,jobboard_c,0-5,limited,2025-10-04,,,,,,,,applied,availability_mismatch,,,
APP-003399,LOC-14,Northeast,MGR-014,Dispatcher,jobboard_c,0-5,limited,2025-10-04,,,,,,,,applied,withdrew,,,
APP-004360,LOC-33,South,MGR-033,Package Handler,jobboard_b,0-5,full,2025-10-04,2025-10-04,2025-10-07,2025-10-13,2025-10-13,2025-10-15,2025-10-25,2025-10-25,started,,,,
APP-003390,LOC-25,South,MGR-025,Dispatcher,jobboard_c,11-20,limited,2025-10-04,,,,,,,,applied,withdrew,,,
APP-002270,LOC-42,West,MGR-042,Warehouse Associate,staffing_agency,6-10,full,2025-10-04,,,,,,,,applied,incomplete_application,,,
APP-004323,LOC-40,West,MGR-040,Warehouse Associate,jobboard_c,6-10,limited,2025-10-04,,,,,,,,applied,availability_mismatch,,,
APP-002243,LOC-18,Northeast,MGR-018,Warehouse Associate,jobboard_c,11-20,partial,2025-10-04,2025-10-05,2025-10-06,2025-10-12,2025-10-15,2025-10-16,2025-10-21,2025-10-21,started,,,,
APP-003269,LOC-02,Midwest,MGR-002,Warehouse Associate,jobboard_c,21-40,partial,2025-10-04,,,,,,,,applied,availability_mismatch,,,
APP-003499,LOC-25,South,MGR-025,Package Handler,jobboard_c,40+,full,2025-10-04,,,,,,,,applied,incomplete_application,,,
APP-003468,LOC-18,Northeast,MGR-018,Warehouse Associate,jobboard_c,6-10,full,2025-10-04,,,,,,,,applied,withdrew,,,
APP-004418,LOC-37,West,MGR-037,Package Handler,referral,0-5,limited,2025-10-04,2025-10-07,2025-10-09,2025-10-11,2025-10-11,2025-10-13,2025-10-30,2025-10-30,started,,,,
APP-002198,LOC-38,West,MGR-038,Package Handler,career_site,6-10,partial,2025-10-04,2025-10-05,2025-10-06,2025-10-08,2025-10-08,2025-10-08,2025-10-27,2025-10-27,started,,,,
APP-003228,LOC-18,Northeast,MGR-018,Warehouse Associate,jobboard_c,0-5,full,2025-10-04,2025-10-04,,,,,,,screened,unresponsive,,,
APP-004439,LOC-32,South,MGR-032,Package Handler,jobboard_c,6-10,limited,2025-10-04,,,,,,,,applied,failed_knockout,,,
APP-001658,LOC-28,South,MGR-028,Team Lead,jobboard_a,0-5,limited,2025-10-04,2025-10-04,2025-10-05,2025-10-10,2025-10-10,2025-10-12,2025-10-19,2025-10-19,started,,,,
APP-003255,LOC-30,South,MGR-030,Warehouse Associate,jobboard_c,11-20,full,2025-10-04,2025-10-06,2025-10-08,2025-10-12,2025-10-14,,,,offer_extended,failed_drug_screen,,,
APP-002356,LOC-34,West,MGR-034,Package Handler,jobboard_c,21-40,full,2025-10-04,,,,,,,,applied,failed_knockout,,,
APP-003486,LOC-02,Midwest,MGR-002,Warehouse Associate,jobboard_b,40+,full,2025-10-04,2025-10-04,2025-10-05,2025-10-08,,,,,interview_completed,not_qualified,,,
APP-003292,LOC-06,Midwest,MGR-006,Team Lead,jobboard_a,6-10,full,2025-10-04,2025-10-05,,,,,,,screened,unresponsive,,,
APP-003514,LOC-13,Northeast,MGR-013,Delivery Driver,jobboard_c,11-20,full,2025-10-04,2025-10-05,2025-10-07,,,,,,interview_scheduled,interview_no_show,,,
APP-003298,LOC-29,South,MGR-029,Package Handler,jobboard_c,40+,full,2025-10-04,,,,,,,,applied,incomplete_application,,,
APP-002341,LOC-33,South,MGR-033,Delivery Driver,jobboard_c,6-10,limited,2025-10-04,,,,,,,,applied,incomplete_application,,,
APP-003310,LOC-26,South,MGR-026,Package Handler,jobboard_c,0-5,full,2025-10-04,,,,,,,,applied,availability_mismatch,,,
APP-003515,LOC-15,Northeast,MGR-015,Warehouse Associate,jobboard_a,11-20,partial,2025-10-04,,,,,,,,applied,incomplete_application,,,
APP-002377,LOC-04,Midwest,MGR-004,Delivery Driver,jobboard_c,21-40,limited,2025-10-04,,,,,,,,applied,availability_mismatch,,,
APP-003971,LOC-29,South,MGR-029,Delivery Driver,staffing_agency,0-5,full,2025-10-05,2025-10-05,2025-10-05,,,,,,interview_scheduled,interview_no_show,,,
APP-002880,LOC-27,South,MGR-027,Delivery Driver,referral,11-20,full,2025-10-05,2025-10-06,,,,,,,screened,withdrew,,,
APP-002864,LOC-15,Northeast,MGR-015,Warehouse Associate,jobboard_a,0-5,full,2025-10-05,,,,,,,,applied,failed_knockout,,,
APP-002235,LOC-12,Northeast,MGR-012,Delivery Driver,staffing_agency,6-10,partial,2025-10-05,2025-10-07,2025-10-09,2025-10-14,2025-10-17,2025-10-17,2025-10-28,2025-10-28,started,,2025-11-10,13,voluntary_quit
APP-003501,LOC-31,South,MGR-031,Package Handler,career_site,40+,full,2025-10-05,2025-10-07,2025-10-18,2025-10-22,,,,,interview_completed,candidate_declined,,,
APP-003965,LOC-16,Northeast,MGR-016,Dispatcher,career_site,0-5,limited,2025-10-05,2025-10-05,2025-10-06,,,,,,interview_scheduled,interview_no_show,,,
APP-001880,LOC-37,West,MGR-037,Dispatcher,staffing_agency,6-10,full,2025-10-05,,,,,,,,applied,availability_mismatch,,,
APP-003896,LOC-02,Midwest,MGR-002,Warehouse Associate,jobboard_b,21-40,full,2025-10-05,2025-10-08,2025-10-09,,,,,,interview_scheduled,interview_no_show,,,
APP-002653,LOC-04,Midwest,MGR-004,Delivery Driver,career_site,11-20,full,2025-10-05,2025-10-08,2025-10-10,2025-10-11,2025-10-14,2025-10-14,2025-10-25,,onboarding_started,no_show_first_shift,,,
APP-002223,LOC-23,South,MGR-023,Team Lead,career_site,11-20,full,2025-10-05,2025-10-06,2025-10-08,2025-10-09,2025-10-12,,,,offer_extended,offer_declined,,,
APP-002121,LOC-39,West,MGR-039,Package Handler,jobboard_a,21-40,full,2025-10-05,2025-10-05,,,,,,,screened,unresponsive,,,
APP-002814,LOC-16,Northeast,MGR-016,Delivery Driver,jobboard_a,11-20,full,2025-10-05,2025-10-05,2025-10-08,2025-10-11,2025-10-13,2025-10-14,2025-11-03,,onboarding_started,no_show_first_shift,,,
APP-002805,LOC-42,West,MGR-042,Warehouse Associate,referral,11-20,limited,2025-10-05,2025-10-05,2025-10-08,2025-10-13,2025-10-15,2025-10-17,2025-10-24,2025-10-24,started,,,,
APP-003949,LOC-12,Northeast,MGR-012,Team Lead,referral,6-10,full,2025-10-05,,,,,,,,applied,withdrew,,,
APP-003574,LOC-39,West,MGR-039,Delivery Driver,jobboard_c,21-40,partial,2025-10-05,,,,,,,,applied,withdrew,,,
APP-003430,LOC-08,Midwest,MGR-008,Package Handler,staffing_agency,0-5,full,2025-10-05,2025-10-08,2025-10-09,,,,,,interview_scheduled,interview_no_show,,,
APP-002705,LOC-40,West,MGR-040,Warehouse Associate,career_site,11-20,full,2025-10-05,2025-10-05,2025-10-16,,,,,,interview_scheduled,interview_no_show,,,
APP-003452,LOC-27,South,MGR-027,Package Handler,staffing_agency,40+,full,2025-10-05,2025-10-06,,,,,,,screened,recruiter_no_action,,,
APP-002757,LOC-42,West,MGR-042,Warehouse Associate,jobboard_c,6-10,full,2025-10-05,2025-10-06,2025-10-08,2025-10-12,2025-10-14,2025-10-14,2025-10-20,2025-10-20,started,,,,
APP-003473,LOC-36,West,MGR-036,Team Lead,staffing_agency,6-10,full,2025-10-05,2025-10-05,,,,,,,screened,no_interview_slot,,,
APP-003220,LOC-15,Northeast,MGR-015,Package Handler,jobboard_a,21-40,limited,2025-10-05,,,,,,,,applied,incomplete_application,,,
APP-002986,LOC-05,Midwest,MGR-005,Delivery Driver,jobboard_a,11-20,limited,2025-10-05,,,,,,,,applied,availability_mismatch,,,
APP-002609,LOC-05,Midwest,MGR-005,Warehouse Associate,jobboard_a,21-40,partial,2025-10-05,,,,,,,,applied,availability_mismatch,,,
APP-003079,LOC-01,Midwest,MGR-001,Warehouse Associate,jobboard_b,11-20,full,2025-10-05,,,,,,,,applied,failed_knockout,,,
APP-002479,LOC-31,South,MGR-031,Package Handler,jobboard_b,6-10,partial,2025-10-05,,,,,,,,applied,incomplete_application,,,
APP-003088,LOC-31,South,MGR-031,Package Handler,jobboard_b,21-40,partial,2025-10-05,2025-10-08,2025-10-16,2025-10-22,2025-10-25,2025-10-27,2025-11-01,2025-11-01,started,,2025-11-15,14,schedule_conflict
APP-003092,LOC-41,West,MGR-041,Warehouse Associate,jobboard_a,0-5,partial,2025-10-05,2025-10-05,,,,,,,screened,unresponsive,,,
APP-003095,LOC-11,Midwest,MGR-011,Dispatcher,career_site,0-5,full,2025-10-05,2025-10-07,2025-10-09,2025-10-10,2025-10-13,2025-10-15,2025-10-30,,onboarding_started,no_show_first_shift,,,
APP-002455,LOC-06,Midwest,MGR-006,Package Handler,jobboard_c,0-5,partial,2025-10-05,2025-10-07,,,,,,,screened,unresponsive,,,
APP-003286,LOC-41,West,MGR-041,Package Handler,referral,0-5,full,2025-10-05,,,,,,,,applied,availability_mismatch,,,
APP-003285,LOC-35,West,MGR-035,Warehouse Associate,referral,6-10,partial,2025-10-05,,,,,,,,applied,withdrew,,,
APP-003316,LOC-31,South,MGR-031,Package Handler,jobboard_a,21-40,full,2025-10-05,,,,,,,,applied,availability_mismatch,,,
APP-003142,LOC-38,West,MGR-038,Delivery Driver,jobboard_a,6-10,full,2025-10-05,2025-10-05,2025-10-05,,,,,,interview_scheduled,interview_no_show,,,
APP-002009,LOC-23,South,MGR-023,Warehouse Associate,jobboard_c,11-20,full,2025-10-05,2025-10-07,2025-10-08,2025-10-11,,,,,interview_completed,not_qualified,,,
APP-003252,LOC-05,Midwest,MGR-005,Package Handler,jobboard_b,0-5,partial,2025-10-05,,,,,,,,applied,availability_mismatch,,,
APP-003233,LOC-23,South,MGR-023,Package Handler,jobboard_a,40+,full,2025-10-05,2025-10-06,2025-10-09,,,,,,interview_scheduled,interview_no_show,,,
APP-003692,LOC-14,Northeast,MGR-014,Delivery Driver,jobboard_a,6-10,partial,2025-10-05,2025-10-07,,,,,,,screened,no_interview_slot,,,
APP-003182,LOC-42,West,MGR-042,Warehouse Associate,jobboard_c,6-10,limited,2025-10-05,2025-10-07,2025-10-09,2025-10-10,,,,,interview_completed,not_qualified,,,
APP-003223,LOC-04,Midwest,MGR-004,Delivery Driver,career_site,40+,full,2025-10-05,2025-10-06,2025-10-07,,,,,,interview_scheduled,interview_no_show,,,
APP-002402,LOC-37,West,MGR-037,Warehouse Associate,staffing_agency,11-20,limited,2025-10-05,,,,,,,,applied,failed_knockout,,,
APP-003188,LOC-24,South,MGR-024,Team Lead,staffing_agency,0-5,partial,2025-10-05,,,,,,,,applied,failed_knockout,,,
APP-002008,LOC-12,Northeast,MGR-012,Delivery Driver,referral,40+,partial,2025-10-05,2025-10-05,2025-10-06,,,,,,interview_scheduled,interview_no_show,,,
APP-003394,LOC-06,Midwest,MGR-006,Package Handler,jobboard_c,40+,partial,2025-10-05,,,,,,,,applied,availability_mismatch,,,
APP-003320,LOC-29,South,MGR-029,Warehouse Associate,jobboard_c,6-10,full,2025-10-05,2025-10-05,2025-10-05,2025-10-10,,,,,interview_completed,not_qualified,,,
APP-002297,LOC-22,South,MGR-022,Team Lead,career_site,11-20,partial,2025-10-05,2025-10-05,2025-10-08,2025-10-14,2025-10-14,2025-10-16,2025-10-25,,onboarding_started,no_show_first_shift,,,
APP-002941,LOC-09,Midwest,MGR-009,Delivery Driver,jobboard_c,0-5,limited,2025-10-05,,,,,,,,applied,availability_mismatch,,,
APP-002958,LOC-10,Midwest,MGR-010,Warehouse Associate,staffing_agency,11-20,limited,2025-10-05,,,,,,,,applied,availability_mismatch,,,
APP-002960,LOC-18,Northeast,MGR-018,Package Handler,jobboard_c,11-20,full,2025-10-05,,,,,,,,applied,incomplete_application,,,
APP-002254,LOC-25,South,MGR-025,Delivery Driver,referral,0-5,full,2025-10-05,2025-10-07,2025-10-18,,,,,,interview_scheduled,interview_no_show,,,
APP-002257,LOC-01,Midwest,MGR-001,Warehouse Associate,jobboard_c,6-10,partial,2025-10-05,,,,,,,,applied,availability_mismatch,,,
APP-002563,LOC-33,South,MGR-033,Delivery Driver,jobboard_c,11-20,full,2025-10-05,2025-10-06,2025-10-08,,,,,,interview_scheduled,interview_no_show,,,
APP-001952,LOC-32,South,MGR-032,Team Lead,career_site,11-20,limited,2025-10-05,2025-10-05,2025-10-05,2025-10-09,,,,,interview_completed,candidate_declined,,,
APP-003838,LOC-18,Northeast,MGR-018,Warehouse Associate,career_site,0-5,full,2025-10-05,,,,,,,,applied,failed_knockout,,,
APP-002499,LOC-18,Northeast,MGR-018,Package Handler,career_site,21-40,limited,2025-10-05,,,,,,,,applied,availability_mismatch,,,
APP-001962,LOC-41,West,MGR-041,Dispatcher,career_site,11-20,full,2025-10-05,,,,,,,,applied,failed_knockout,,,
APP-002999,LOC-05,Midwest,MGR-005,Warehouse Associate,referral,6-10,full,2025-10-05,2025-10-05,2025-10-07,2025-10-10,2025-10-13,2025-10-15,2025-11-03,,onboarding_started,no_show_first_shift,,,
APP-002550,LOC-04,Midwest,MGR-004,Delivery Driver,referral,0-5,partial,2025-10-05,,,,,,,,applied,availability_mismatch,,,
APP-002273,LOC-39,West,MGR-039,Package Handler,referral,6-10,full,2025-10-05,2025-10-05,2025-10-05,2025-10-08,2025-10-09,2025-10-11,2025-10-28,,onboarding_started,no_show_first_shift,,,
APP-003006,LOC-22,South,MGR-022,Package Handler,jobboard_c,0-5,full,2025-10-05,2025-10-06,2025-10-06,2025-10-12,2025-10-14,,,,offer_extended,failed_drug_screen,,,
APP-002541,LOC-12,Northeast,MGR-012,Delivery Driver,jobboard_c,6-10,partial,2025-10-05,2025-10-06,2025-10-06,,,,,,interview_scheduled,interview_no_show,,,
APP-003011,LOC-04,Midwest,MGR-004,Delivery Driver,referral,21-40,limited,2025-10-05,,,,,,,,applied,availability_mismatch,,,
APP-003025,LOC-33,South,MGR-033,Team Lead,career_site,40+,full,2025-10-05,2025-10-05,2025-10-06,2025-10-07,2025-10-09,2025-10-10,2025-10-24,,onboarding_started,no_show_first_shift,,,
APP-002517,LOC-34,West,MGR-034,Team Lead,jobboard_a,6-10,partial,2025-10-05,2025-10-08,,,,,,,screened,recruiter_no_action,,,
APP-002093,LOC-07,Midwest,MGR-007,Dispatcher,career_site,21-40,partial,2025-10-05,,,,,,,,applied,availability_mismatch,,,
APP-003532,LOC-39,West,MGR-039,Package Handler,referral,21-40,limited,2025-10-05,2025-10-05,2025-10-08,2025-10-12,2025-10-15,2025-10-15,2025-10-30,2025-10-30,started,,,,
APP-002739,LOC-21,Northeast,MGR-021,Delivery Driver,jobboard_a,6-10,full,2025-10-05,,,,,,,,applied,withdrew,,,
APP-001848,LOC-38,West,MGR-038,Delivery Driver,career_site,6-10,partial,2025-10-05,2025-10-06,2025-10-08,2025-10-09,,,,,interview_completed,not_qualified,,,
APP-004631,LOC-11,Midwest,MGR-011,Package Handler,career_site,11-20,partial,2025-10-05,,,,,,,,applied,availability_mismatch,,,
APP-001430,LOC-36,West,MGR-036,Warehouse Associate,jobboard_b,40+,full,2025-10-05,2025-10-05,2025-10-12,,,,,,interview_scheduled,interview_no_show,,,
APP-001692,LOC-05,Midwest,MGR-005,Team Lead,jobboard_a,0-5,full,2025-10-05,2025-10-07,2025-10-10,2025-10-12,,,,,interview_completed,candidate_declined,,,
APP-004262,LOC-10,Midwest,MGR-010,Warehouse Associate,jobboard_a,11-20,partial,2025-10-05,,,,,,,,applied,availability_mismatch,,,
APP-001686,LOC-32,South,MGR-032,Team Lead,referral,11-20,full,2025-10-05,,,,,,,,applied,withdrew,,,
APP-001489,LOC-03,Midwest,MGR-003,Warehouse Associate,jobboard_a,11-20,partial,2025-10-05,,,,,,,,applied,availability_mismatch,,,
APP-001507,LOC-30,South,MGR-030,Warehouse Associate,staffing_agency,6-10,partial,2025-10-05,2025-10-06,2025-10-06,2025-10-12,2025-10-14,2025-10-15,2025-10-22,2025-10-22,started,,,,
APP-001513,LOC-14,Northeast,MGR-014,Team Lead,staffing_agency,0-5,limited,2025-10-05,2025-10-07,,,,,,,screened,no_interview_slot,,,
APP-004493,LOC-18,Northeast,MGR-018,Delivery Driver,jobboard_c,0-5,partial,2025-10-05,,,,,,,,applied,availability_mismatch,,,
APP-001416,LOC-13,Northeast,MGR-013,Warehouse Associate,referral,6-10,partial,2025-10-05,2025-10-08,2025-10-08,,,,,,interview_scheduled,interview_no_show,,,
APP-004479,LOC-02,Midwest,MGR-002,Package Handler,referral,21-40,full,2025-10-05,,,,,,,,applied,availability_mismatch,,,
APP-001673,LOC-12,Northeast,MGR-012,Delivery Driver,referral,11-20,full,2025-10-05,2025-10-08,2025-10-11,2025-10-12,,,,,interview_completed,candidate_declined,,,
APP-001530,LOC-15,Northeast,MGR-015,Package Handler,jobboard_c,0-5,partial,2025-10-05,,,,,,,,applied,failed_knockout,,,
APP-004306,LOC-33,South,MGR-033,Delivery Driver,staffing_agency,11-20,limited,2025-10-05,2025-10-07,2025-10-07,,,,,,interview_scheduled,interview_no_show,,,
APP-004307,LOC-40,West,MGR-040,Team Lead,jobboard_b,6-10,partial,2025-10-05,,,,,,,,applied,incomplete_application,,,
APP-001820,LOC-32,South,MGR-032,Warehouse Associate,jobboard_c,21-40,limited,2025-10-05,2025-10-05,2025-10-05,2025-10-07,2025-10-08,2025-10-08,2025-10-29,,onboarding_started,no_show_first_shift,,,
APP-001572,LOC-21,Northeast,MGR-021,Delivery Driver,jobboard_a,6-10,partial,2025-10-05,2025-10-06,2025-10-08,2025-10-14,,,,,interview_completed,not_qualified,,,
APP-001578,LOC-20,Northeast,MGR-020,Warehouse Associate,jobboard_b,11-20,full,2025-10-05,2025-10-06,2025-10-08,,,,,,interview_scheduled,interview_no_show,,,
APP-001596,LOC-14,Northeast,MGR-014,Warehouse Associate,jobboard_a,0-5,full,2025-10-05,2025-10-06,,,,,,,screened,no_interview_slot,,,
APP-004345,LOC-05,Midwest,MGR-005,Delivery Driver,staffing_agency,40+,limited,2025-10-05,,,,,,,,applied,availability_mismatch,,,
APP-004042,LOC-39,West,MGR-039,Warehouse Associate,staffing_agency,21-40,full,2025-10-05,2025-10-05,,,,,,,screened,recruiter_no_action,,,
APP-001415,LOC-17,Northeast,MGR-017,Delivery Driver,jobboard_b,11-20,partial,2025-10-05,,,,,,,,applied,failed_knockout,,,
APP-004576,LOC-09,Midwest,MGR-009,Delivery Driver,jobboard_b,11-20,full,2025-10-05,2025-10-08,2025-10-08,2025-10-09,2025-10-11,2025-10-12,2025-10-19,2025-10-19,started,,,,
APP-004768,LOC-05,Midwest,MGR-005,Warehouse Associate,staffing_agency,0-5,full,2025-10-05,2025-10-08,,,,,,,screened,unresponsive,,,
APP-001318,LOC-33,South,MGR-033,Team Lead,jobboard_c,21-40,full,2025-10-05,2025-10-05,2025-10-05,2025-10-06,2025-10-09,,,,offer_extended,offer_declined,,,
APP-001370,LOC-17,Northeast,MGR-017,Delivery Driver,jobboard_a,0-5,partial,2025-10-05,,,,,,,,applied,incomplete_application,,,
APP-004704,LOC-26,South,MGR-026,Warehouse Associate,jobboard_c,6-10,partial,2025-10-05,,,,,,,,applied,availability_mismatch,,,
APP-003999,LOC-27,South,MGR-027,Delivery Driver,jobboard_c,6-10,full,2025-10-05,,,,,,,,applied,failed_knockout,,,
APP-001327,LOC-08,Midwest,MGR-008,Package Handler,jobboard_a,6-10,full,2025-10-05,2025-10-05,2025-10-06,2025-10-08,2025-10-08,2025-10-10,2025-10-30,,onboarding_started,no_show_first_shift,,,
APP-004697,LOC-18,Northeast,MGR-018,Dispatcher,jobboard_c,40+,limited,2025-10-05,,,,,,,,applied,failed_knockout,,,
APP-001734,LOC-42,West,MGR-042,Warehouse Associate,jobboard_c,0-5,full,2025-10-05,,,,,,,,applied,failed_knockout,,,
APP-001840,LOC-29,South,MGR-029,Warehouse Associate,staffing_agency,11-20,partial,2025-10-05,2025-10-07,2025-10-08,2025-10-09,,,,,interview_completed,failed_background_check,,,
